Resultado da Mega-sena - http://www1.caixa.gov.br/loterias/_arquivos/loterias/D_megase.zip



Concurso	Data Sorteio	1ª Dezena	2ª Dezena	3ª Dezena	4ª Dezena	5ª Dezena	6ª Dezena	Arrecadacao_Total	Ganhadores_Sena	Cidade	UF	Rateio_Sena	Ganhadores_Quina	Rateio_Quina	Ganhadores_Quadra	Rateio_Quadra	Acumulado	Valor_Acumulado	Estimativa_Prêmio	Acumulado_Mega_da_Virada
1727	29/07/2015	04	06	41	40	19	20	77.569.436,00	1	SÃO PAULO	SP	46.391.009,23	122	37.224,08	8814	736,05	NÃO	0,00	3.000.000,00	43.151.108,29
1728	01/08/2015	28	39	08	59	42	03	32.686.381,00	0	 	 	0,00	45	42.525,31	3617	755,81	SIM	3.525.124,52	7.500.000,00	43.654.697,52
1729	04/08/2015	53	14	44	07	23	43	22.178.415,00	0	 	 	0,00	39	33.293,47	2553	726,56	SIM	23.215.411,62	27.000.000,00	43.996.393,70
1730	06/08/2015	01	24	10	17	42	51	43.268.162,00	2	PORTO ALEGRE	RS	13.940.874,15	195	12.990,53	10089	358,68	NÃO	0,00	3.000.000,00	44.663.013,24
SANTA MARIA	RS
1731	08/08/2015	59	49	43	05	27	18	29.924.881,00	0	 	 	0,00	68	25.764,20	4160	601,63	SIM	3.227.305,34	7.000.000,00	45.124.056,87
1732	12/08/2015	25	60	34	53	45	38	35.367.286,50	1	RIO DE JANEIRO	RJ	7.041.557,17	73	28.364,30	3177	931,06	NÃO	0,00	3.000.000,00	45.668.950,00
1733	15/08/2015	05	09	41	14	03	46	30.881.081,00	1	BAIXO GUANDÚ	ES	3.330.428,53	63	28.697,57	4818	536,06	NÃO	0,00	3.000.000,00	46.144.725,52
1734	19/08/2015	52	29	17	41	12	25	28.068.845,00	0	 	 	0,00	64	25.676,61	3315	708,16	SIM	14.382.569,60	19.000.000,00	46.577.173,77
1735	22/08/2015	46	16	33	45	34	06	45.267.953,50	0	 	 	0,00	86	30.816,66	4779	792,22	SIM	19.264.577,58	25.000.000,00	47.274.603,49
1736	26/08/2015	13	32	12	41	24	29	51.536.635,50	0	 	 	0,00	105	28.735,58	6581	654,96	SIM	24.822.643,42	31.000.000,00	48.068.612,91
1737	29/08/2015	59	05	51	42	50	08	61.137.594,00	0	 	 	0,00	73	49.031,90	5770	886,19	SIM	31.416.142,77	39.000.000,00	49.010.541,40
1738	02/09/2015	53	46	28	48	37	12	66.754.387,00	1	GUAÍRA	PR	38.615.395,78	96	40.710,07	6889	810,43	NÃO	0,00	3.000.000,00	50.039.006,13
1739	05/09/2015	34	17	09	46	10	32	30.926.217,00	0	 	 	0,00	51	35.501,76	4020	643,42	SIM	20.663.830,42	27.000.000,00	50.515.477,06
1740	09/09/2015	38	15	47	25	10	53	38.464.531,00	0	 	 	0,00	62	36.321,35	4599	699,50	SIM	24.812.110,45	30.000.000,00	51.108.088,51
1741	12/09/2015	49	18	20	32	15	48	58.440.900,00	1	Curitiba	PR	31.114.779,74	82	41.724,99	6448	758,03	NÃO	0,00	3.000.000,00	52.008.469,85
1742	16/09/2015	23	27	21	19	52	11	28.516.894,00	0	 	 	0,00	83	20.114,88	4483	532,02	SIM	3.075.458,31	7.000.000,00	52.447.821,04
1743	19/09/2015	34	31	29	04	10	35	35.694.197,00	0	 	 	0,00	40	52.243,33	3955	754,82	SIM	6.924.966,43	11.500.000,00	52.997.750,79
1744	23/09/2015	12	09	56	29	14	42	38.474.611,00	0	 	 	0,00	96	23.463,68	5272	610,37	SIM	24.604.511,33	30.000.000,00	53.590.517,52
1745	26/09/2015	13	47	60	18	52	09	54.631.755,50	0	 	 	0,00	128	24.987,82	6976	654,98	SIM	30.496.376,24	38.500.000,00	54.432.212,52
1746	30/09/2015	37	40	06	58	41	18	65.809.135,00	0	 	 	0,00	106	36.347,41	5849	941,02	SIM	37.593.686,76	45.000.000,00	55.446.114,04
1747	03/10/2015	53	34	59	33	48	06	82.048.242,50	2	ITAÍ	SP	23.221.167,26	93	51.651,09	8700	788,76	NÃO	0,00	3.000.000,00	56.710.206,59
SÃO PAULO	SP
1748	07/10/2015	02	53	13	49	10	41	29.340.979,50	0	 	 	0,00	76	22.602,38	3731	657,72	SIM	3.164.333,37	7.000.000,00	57.162.254,23
1749	10/10/2015	33	13	14	03	43	29	38.169.180,00	0	 	 	0,00	78	28.649,13	7101	449,56	SIM	25.583.870,58	31.000.000,00	57.750.315,28
1750	13/10/2015	17	41	48	15	20	31	20.345.405,50	0	 	 	0,00	23	51.788,31	1865	912,39	SIM	27.778.059,26	32.000.000,00	58.063.770,83
1751	15/10/2015	42	22	51	23	57	15	45.196.469,50	0	 	 	0,00	47	56.298,89	4580	825,34	SIM	32.652.357,92	40.000.000,00	58.760.099,22
1752	17/10/2015	36	53	55	37	60	09	59.290.882,00	0	 	 	0,00	70	49.588,74	5668	874,88	SIM	39.046.695,13	46.000.000,00	59.673.575,98
1753	21/10/2015	54	08	45	29	35	15	76.858.873,00	1	BRASÍLIA	DF	47.335.685,52	149	30.199,58	8929	719,92	NÃO	0,00	3.000.000,00	60.857.717,48
1754	24/10/2015	20	31	40	30	27	53	29.782.637,50	0	 	 	0,00	22	79.256,27	1958	1.272,17	SIM	18.903.483,52	23.000.000,00	61.316.569,61
1755	28/10/2015	48	05	30	18	08	02	48.595.981,00	0	 	 	0,00	123	23.130,69	8784	462,70	SIM	24.144.408,92	30.000.000,00	62.065.273,25
1756	31/10/2015	28	13	06	14	45	35	59.598.896,00	0	 	 	0,00	134	26.039,14	10310	483,47	SIM	30.571.964,48	39.000.000,00	62.983.495,49
1757	04/11/2015	43	13	28	56	37	25	59.273.746,00	0	 	 	0,00	311	11.158,23	11196	442,78	SIM	36.964.453,62	44.000.000,00	63.896.708,23
1758	07/11/2015	06	23	16	11	42	36	82.781.160,00	0	 	 	0,00	230	21.071,57	13800	501,70	SIM	45.892.144,25	55.000.000,00	65.172.092,63
1759	10/11/2015	02	14	21	60	22	51	60.938.664,50	0	 	 	0,00	70	50.966,89	5957	855,57	SIM	73.559.490,68	80.000.000,00	66.110.956,27
1760	13/11/2015	25	10	24	47	48	36	119.796.096,00	0	 	 	0,00	206	34.046,20	14689	682,09	SIM	86.479.127,04	110.000.000,00	67.956.618,62
1761	14/11/2015	53	36	10	09	50	55	165.510.502,50	0	 	 	0,00	176	55.056,18	17821	776,76	SIM	104.328.919,97	130.000.000,00	70.506.589,05
1762	18/11/2015	45	59	42	55	32	26	237.608.906,50	0	 	 	0,00	219	63.520,19	18595	1.068,71	SIM	129.954.301,54	170.000.000,00	74.167.357,86
1763	21/11/2015	21	09	15	36	12	31	297.383.730,00	0	 	 	0,00	689	25.269,18	43184	575,95	SIM	162.026.211,93	200.000.000,00	78.749.059,37
1764	25/11/2015	06	07	41	39	29	55	401.527.962,50	1	BRASÍLIA	DF	205.329.753,89	401	58.622,54	33850	992,09	NÃO	0,00	100.000.000,00	84.935.279,66
1765	28/11/2015	01	28	56	37	06	58	88.630.710,00	0	 	 	0,00	185	28.048,25	9138	811,20	SIM	92.385.569,00	105.000.000,00	86.300.786,31
1766	02/12/2015	60	23	22	46	53	41	90.839.126,00	0	 	 	0,00	70	75.974,54	7088	1.071,87	SIM	102.182.286,21	110.000.000,00	87.700.317,35
1767	05/12/2015	44	26	39	35	16	45	94.503.941,00	0	 	 	0,00	84	65.866,39	7608	1.038,90	SIM	112.374.242,31	125.000.000,00	89.156.311,09
1768	09/12/2015	35	11	07	50	34	05	94.529.393,00	0	 	 	0,00	156	35.476,07	12402	637,48	SIM	122.568.943,34	135.000.000,00	90.612.696,97
1769	12/12/2015	32	44	54	60	47	37	97.673.341,50	0	 	 	0,00	105	54.460,29	7782	1.049,73	SIM	164.704.569,73	175.000.000,00	92.117.520,71
1770	16/12/2015	34	30	41	11	27	26	104.834.271,50	0	 	 	0,00	110	55.796,09	8861	989,49	SIM	176.010.619,85	187.000.000,00	93.732.670,74
1771	19/12/2015	38	02	27	28	32	20	109.030.383,00	0	 	 	0,00	123	51.896,21	10330	882,75	SIM	187.769.207,55	195.000.000,00	95.412.469,00
1772	22/12/2015	27	39	19	41	12	45	89.096.143,50	2	CAMPOS BELOS	GO	98.688.974,76	244	21.377,77	13112	568,30	NÃO	0,00	3.000.000,00	96.785.146,44
SANTOS	SP
1773	24/12/2015	45	41	39	30	15	59	33.889.656,50	0	 	 	0,00	36	55.113,48	2312	1.225,95	SIM	3.654.894,04	6.000.000,00	97.307.274,17
1774	26/12/2015	01	52	30	60	20	12	22.142.158,50	0	 	 	0,00	37	35.035,75	2707	684,11	SIM	128.027.188,92	280.000.000,00	128.027.188,92
1775	31/12/2015	31	02	51	42	18	56	620.312.112,00	6	ÁGUA BRANCA	AL	41.088.919,05	827	43.913,49	62767	826,55	NÃO	0,00	1.500.000,00	0,00
GUAÇUÍ	ES
VILA VELHA	ES
VITÓRIA	ES
VITÓRIA	ES
CERQUILHO	SP
1776	02/01/2016	39	11	48	14	19	10	7.895.436,50	0	 	 	0,00	17	27.190,70	1051	628,30	SIM	851.498,25	2.500.000,00	121.642,63
1777	06/01/2016	55	04	44	38	19	52	30.249.282,00	0	 	 	0,00	62	28.129,17	3484	715,10	SIM	4.064.145,66	7.500.000,00	580.592,28
1778	09/01/2016	04	38	48	10	45	40	36.261.571,50	0	 	 	0,00	37	56.503,91	3457	863,93	SIM	7.915.332,73	12.000.000,00	1.130.761,88
1779	12/01/2016	25	56	30	12	39	57	23.299.384,50	0	 	 	0,00	30	44.777,18	2162	887,61	SIM	16.920.630,96	19.000.000,00	1.484.265,96
1780	14/01/2016	20	06	33	22	31	34	36.562.284,50	0	 	 	0,00	30	70.266,06	3095	972,98	SIM	20.803.755,49	24.000.000,00	2.038.998,04
1781	16/01/2016	22	08	52	01	53	49	41.885.585,00	2	MANAUS	AM	12.626.122,54	54	44.720,27	3941	875,37	NÃO	0,00	3.000.000,00	2.674.496,57
PRATA	MG
1782	20/01/2016	34	57	47	18	06	52	26.275.648,00	0	 	 	0,00	110	13.771,92	3430	630,94	SIM	2.790.624,67	6.000.000,00	3.073.157,25
1783	23/01/2016	38	16	21	04	18	06	33.740.126,00	0	 	 	0,00	67	29.033,90	4886	568,75	SIM	6.374.019,75	10.000.000,00	3.585.070,85
1784	27/01/2016	30	15	54	55	26	04	33.471.119,50	0	 	 	0,00	32	60.305,07	2896	951,93	SIM	21.406.847,55	25.000.000,00	4.092.903,00
1785	30/01/2016	27	05	42	54	41	11	46.080.240,50	0	 	 	0,00	91	29.194,90	6410	592,09	SIM	26.300.833,65	30.000.000,00	4.792.043,88
1786	02/02/2016	34	08	02	21	25	06	29.553.643,00	0	 	 	0,00	76	22.419,77	5065	480,58	SIM	29.439.600,20	33.000.000,00	5.240.439,12
1787	04/02/2016	01	29	13	25	05	26	43.102.762,50	2	JUNDIAÍ	SP	17.008.680,52	167	14.880,66	8897	399,02	NÃO	0,00	3.000.000,00	5.894.404,97
SÃO CAETANO DO SUL	SP
1788	06/02/2016	42	45	56	13	03	59	24.935.750,00	0	 	 	0,00	41	35.064,86	3508	585,46	SIM	2.648.319,80	3.500.000,00	6.272.736,38
1789	10/02/2016	57	59	06	25	43	58	15.395.562,00	0	 	 	0,00	16	55.476,51	1574	805,61	SIM	14.902.458,79	18.000.000,00	6.506.321,70
1790	13/02/2016	28	13	11	26	50	27	43.155.861,00	0	 	 	0,00	72	34.557,38	5672	626,67	SIM	19.485.858,98	24.000.000,00	7.161.093,17
1791	17/02/2016	55	12	50	18	53	46	44.687.387,50	0	 	 	0,00	36	71.567,53	3703	993,95	SIM	24.231.916,09	30.000.000,00	7.839.101,36
1792	20/02/2016	47	41	18	17	02	16	50.964.900,00	0	 	 	0,00	85	34.568,92	6593	636,68	SIM	29.644.681,07	35.000.000,00	8.612.353,52
1793	24/02/2016	56	13	22	54	14	58	52.274.470,50	1	IPUIUNA	MG	35.196.529,96	80	37.673,26	5158	834,72	NÃO	0,00	3.000.000,00	9.405.474,81
1794	27/02/2016	01	05	37	60	34	40	27.706.770,00	1	CUIABÁ	MT	2.942.618,04	64	24.959,71	3568	639,58	NÃO	0,00	18.000.000,00	9.825.848,83
1795	02/03/2016	55	50	42	58	47	30	38.128.146,00	0	 	 	0,00	48	45.797,11	2549	1.232,00	SIM	18.655.346,92	24.000.000,00	10.404.338,57
1796	05/03/2016	54	22	48	34	23	53	48.610.310,00	1	Curitiba	PR	23.818.040,93	48	58.387,61	4783	837,07	NÃO	0,00	3.000.000,00	11.141.866,30
1797	08/03/2016	02	57	35	13	54	14	15.407.598,50	0	 	 	0,00	32	27.759,94	2516	504,38	SIM	1.636.375,41	3.500.000,00	11.375.634,23
1798	10/03/2016	09	28	45	02	23	53	23.534.406,00	0	 	 	0,00	88	15.418,93	4315	449,21	SIM	4.135.864,44	6.600.000,00	11.732.704,11
1799	12/03/2016	53	01	03	04	51	39	29.701.612,50	0	 	 	0,00	39	43.908,54	3102	788,63	SIM	17.663.326,20	21.000.000,00	12.183.344,37
1800	16/03/2016	31	56	16	06	11	19	41.343.148,00	1	TERESÓPOLIS	RJ	22.054.205,88	96	24.829,38	5710	596,35	NÃO	0,00	3.000.000,00	12.810.612,92
1801	19/03/2016	19	45	43	06	54	34	27.371.067,50	0	 	 	0,00	82	19.244,71	3265	690,46	SIM	2.906.964,51	6.500.000,00	13.225.893,58
1802	23/03/2016	06	14	02	17	44	13	29.632.225,00	0	 	 	0,00	99	17.256,89	6229	391,81	SIM	6.054.076,93	9.000.000,00	13.675.481,08
1803	26/03/2016	04	29	08	49	38	50	28.428.841,00	0	 	 	0,00	35	46.830,05	2641	886,59	SIM	9.073.383,05	13.000.000,00	14.106.810,53
1804	30/03/2016	20	50	48	59	28	21	34.551.692,00	0	 	 	0,00	23	86.611,40	2088	1.362,93	SIM	23.512.820,15	28.000.000,00	14.631.037,41
1805	02/04/2016	17	49	27	22	57	31	48.568.747,50	0	 	 	0,00	53	52.834,14	4693	852,39	SIM	28.671.099,98	34.000.000,00	15.367.934,54
1806	06/04/2016	11	42	55	58	35	20	55.654.595,50	0	 	 	0,00	86	37.310,94	5047	908,24	SIM	34.581.937,55	40.000.000,00	16.212.339,92
1807	09/04/2016	43	15	22	01	16	25	67.545.257,50	0	 	 	0,00	94	41.428,63	7609	731,14	SIM	41.755.631,70	50.000.000,00	17.237.153,39
1808	13/04/2016	20	25	45	02	41	14	76.614.121,50	0	 	 	0,00	141	31.327,32	9208	685,29	SIM	49.892.491,27	60.000.000,00	18.399.561,91
1809	16/04/2016	23	12	54	46	09	24	85.960.518,00	0	 	 	0,00	188	26.361,78	13704	516,63	SIM	81.342.042,56	90.000.000,00	19.703.776,29
1810	20/04/2016	56	10	43	50	01	25	103.207.069,00	1	CABROBÓ	PE	92.303.225,84	266	22.369,76	14324	593,44	NÃO	0,00	2.500.000,00	21.269.659,63
1811	23/04/2016	32	37	05	35	17	57	24.593.303,00	0	 	 	0,00	82	17.291,66	4309	470,08	SIM	2.611.949,97	6.000.000,00	21.642.795,35
1812	27/04/2016	45	34	23	20	37	32	29.763.916,00	0	 	 	0,00	43	39.907,56	2976	823,74	SIM	5.773.048,72	10.000.000,00	22.094.380,90
1813	30/04/2016	51	09	13	15	19	11	39.165.192,50	0	 	 	0,00	209	10.804,08	9346	345,15	SIM	9.932.617,01	14.000.000,00	22.688.604,95
1814	03/05/2016	53	51	27	11	46	09	26.648.079,50	0	 	 	0,00	51	30.125,16	3473	631,97	SIM	27.675.011,61	31.500.000,00	23.092.916,26
1815	05/05/2016	60	08	25	39	41	11	45.317.219,50	3	CUIABÁ	MT	10.829.320,16	84	31.104,09	4553	819,78	NÃO	0,00	3.000.000,00	23.780.480,40
BELÉM	PA
SANTO ANDRÉ	SP
1816	07/05/2016	12	10	46	28	22	05	27.317.451,00	0	 	 	0,00	112	14.062,28	6085	369,75	SIM	2.901.270,13	6.500.000,00	24.194.947,58
1817	11/05/2016	47	01	26	55	39	04	31.871.619,50	0	 	 	0,00	49	37.500,89	3620	725,15	SIM	6.286.219,10	10.000.000,00	24.678.511,74
1818	14/05/2016	10	53	15	02	06	56	39.985.141,00	0	 	 	0,00	98	23.523,73	6394	515,06	SIM	10.532.870,63	16.000.000,00	25.285.176,26
1819	18/05/2016	37	26	18	30	33	17	42.065.250,50	0	 	 	0,00	30	80.841,77	4092	846,68	SIM	27.454.572,98	33.000.000,00	25.923.400,72
1820	21/05/2016	27	19	23	03	45	40	55.315.218,00	0	 	 	0,00	182	17.522,94	9333	488,15	SIM	33.329.366,70	40.000.000,00	26.762.656,99
1821	25/05/2016	53	31	19	52	36	22	60.860.145,50	2	SALVADOR	BA	19.896.531,79	84	41.772,19	6145	815,73	NÃO	0,00	2.500.000,00	27.686.042,28
BELÉM	PA
1822	28/05/2016	22	53	26	01	43	50	24.684.450,00	0	 	 	0,00	23	61.876,99	1885	1.078,56	SIM	2.621.630,30	6.000.000,00	28.060.560,90
1823	01/06/2016	54	34	59	21	09	04	31.057.124,00	0	 	 	0,00	70	25.579,78	4110	622,37	SIM	5.920.075,17	10.000.000,00	28.531.767,32
1824	04/06/2016	19	30	60	12	06	05	38.588.368,00	0	 	 	0,00	157	14.170,67	8192	387,97	SIM	24.071.272,35	28.500.000,00	29.117.239,65
1825	07/06/2016	21	54	10	50	51	11	30.719.489,50	1	FORTALEZA	CE	27.333.858,49	41	43.198,01	3176	796,65	NÃO	0,00	2.200.000,00	29.583.323,40
1826	09/06/2016	43	48	32	19	17	51	23.770.859,00	0	 	 	0,00	42	32.630,91	2476	790,73	SIM	2.524.601,69	5.000.000,00	29.943.980,80
1827	11/06/2016	43	33	53	26	54	42	26.673.272,50	0	 	 	0,00	44	34.950,81	2487	883,35	SIM	5.357.456,36	9.000.000,00	30.348.674,34
1828	15/06/2016	40	32	11	06	59	48	32.592.364,00	0	 	 	0,00	36	52.197,16	2502	1.072,91	SIM	8.818.952,53	13.000.000,00	30.843.173,81
1829	18/06/2016	53	32	30	07	24	13	37.916.872,00	0	 	 	0,00	103	21.224,08	6254	499,35	SIM	22.971.302,58	27.000.000,00	31.418.458,03
1830	22/06/2016	29	03	54	07	37	60	42.529.525,50	1	RIO DE JANEIRO	RJ	27.488.182,36	100	24.520,21	6640	527,54	NÃO	0,00	2.500.000,00	32.063.726,57
1831	25/06/2016	55	15	48	32	28	27	24.629.594,50	1	ITABORAI	RJ	2.615.804,34	71	20.000,12	3168	640,33	NÃO	0,00	2.500.000,00	32.437.412,92
1832	29/06/2016	34	47	57	56	14	46	22.501.927,00	0	 	 	0,00	31	41.849,62	1786	1.037,70	SIM	2.389.833,83	5.500.000,00	32.778.817,76
1833	02/07/2016	02	42	03	27	16	07	30.419.207,00	0	 	 	0,00	105	16.702,91	6930	361,53	SIM	5.620.528,25	9.000.000,00	33.240.345,55
1834	06/07/2016	02	22	51	24	48	17	33.185.138,00	1	CAPITÓLIO	MG	9.144.980,42	100	19.132,74	5132	532,58	NÃO	0,00	15.000.000,00	33.743.838,73
1835	09/07/2016	50	36	08	28	47	58	35.420.563,50	0	 	 	0,00	41	49.808,69	3133	931,17	SIM	13.993.542,04	18.000.000,00	34.281.248,36
1836	12/07/2016	59	18	45	60	08	15	27.231.904,00	0	 	 	0,00	46	34.131,37	2948	760,82	SIM	16.885.726,58	20.000.000,00	34.694.417,59
1837	14/07/2016	41	48	57	50	44	54	37.043.030,50	0	 	 	0,00	32	66.740,59	2346	1.300,51	SIM	20.819.909,09	25.000.000,00	35.256.443,67
1838	16/07/2016	59	24	30	08	57	05	41.308.785,00	1	SALVADOR	BA	25.207.139,21	115	20.709,91	5293	642,80	NÃO	0,00	2.500.000,00	35.883.190,85
1839	20/07/2016	28	32	22	56	58	07	24.166.919,00	0	 	 	0,00	30	46.444,42	2933	678,64	SIM	13.593.147,19	18.000.000,00	36.249.857,37
1840	23/07/2016	33	41	48	15	17	47	39.578.910,00	0	 	 	0,00	59	38.676,34	4879	668,14	SIM	17.796.654,66	22.500.000,00	36.850.358,45
1841	27/07/2016	06	51	13	38	49	03	43.752.614,50	0	 	 	0,00	81	31.142,44	6170	584,05	SIM	22.443.433,51	27.000.000,00	37.514.184,01
1842	30/07/2016	18	43	22	24	16	34	50.451.173,50	1	ALEGRETE	RS	27.801.637,78	100	29.087,40	6722	618,17	NÃO	0,00	2.500.000,00	38.279.641,78
1843	03/08/2016	28	26	33	41	08	54	25.284.829,50	1	LAGARTO	SE	2.685.394,05	51	28.584,03	3046	683,70	NÃO	0,00	2.500.000,00	38.663.269,52
1844	06/08/2016	04	03	37	39	48	50	26.726.059,50	0	 	 	0,00	21	73.375,18	2121	1.037,83	SIM	15.241.649,60	19.000.000,00	39.068.763,96
1845	09/08/2016	09	03	29	13	30	51	25.663.326,50	0	 	 	0,00	75	19.728,10	4312	490,19	SIM	17.967.242,21	21.000.000,00	39.458.134,34
1846	11/08/2016	49	26	30	34	24	06	36.513.736,00	0	 	 	0,00	49	42.962,92	3189	943,05	SIM	21.845.210,59	27.000.000,00	40.012.129,85
1847	13/08/2016	45	01	57	49	50	06	43.114.960,00	0	 	 	0,00	44	56.494,85	3678	965,49	SIM	26.424.266,87	32.000.000,00	40.666.280,75
1848	17/08/2016	58	41	50	40	09	55	48.841.485,00	0	 	 	0,00	46	61.215,95	3330	1.208,03	SIM	31.611.512,99	38.000.000,00	41.407.315,92
1849	20/08/2016	35	27	03	11	44	05	55.033.954,50	0	 	 	0,00	194	16.355,46	11341	399,68	SIM	51.420.014,28	58.000.000,00	42.242.304,77
1850	24/08/2016	24	32	23	40	41	38	67.912.631,50	1	RIO DE JANEIRO	RJ	58.632.725,66	81	48.339,16	5935	942,46	NÃO	0,00	2.500.000,00	43.272.692,12
1851	27/08/2016	35	22	08	37	21	18	25.995.277,00	0	 	 	0,00	40	37.468,65	3146	680,56	SIM	2.760.847,66	5.100.000,00	43.667.098,94
1852	31/08/2016	29	13	49	50	45	17	27.813.873,50	0	 	 	0,00	83	19.320,44	4187	547,13	SIM	5.714.840,70	10.000.000,00	44.089.097,96
1853	03/09/2016	02	41	39	01	34	45	36.044.890,00	1	BRASÍLIA	DF	9.543.014,95	28	74.219,70	2780	1.067,90	NÃO	0,00	3.000.000,00	44.635.980,02
1854	08/09/2016	59	30	43	31	34	25	22.133.380,50	0	 	 	0,00	18	70.893,89	1548	1.177,63	SIM	14.360.440,78	17.000.000,00	44.971.793,18
1855	10/09/2016	06	38	24	39	15	10	32.261.362,00	0	 	 	0,00	55	33.818,44	4074	652,22	SIM	17.786.782,63	22.000.000,00	45.461.270,60
1856	14/09/2016	14	09	02	32	22	37	42.723.149,00	0	 	 	0,00	122	20.190,03	7199	488,79	SIM	22.324.226,34	28.000.000,00	46.109.476,86
1857	17/09/2016	53	35	52	25	23	13	50.505.038,50	0	 	 	0,00	198	14.706,29	5600	742,81	SIM	27.688.151,39	32.000.000,00	46.875.751,88
1858	20/09/2016	55	30	28	59	33	22	35.657.471,50	0	 	 	0,00	53	38.788,97	3799	773,06	SIM	31.475.179,58	36.000.000,00	47.416.755,92
1859	22/09/2016	13	26	01	21	14	51	50.128.274,00	0	 	 	0,00	88	32.842,30	6049	682,55	SIM	50.903.383,91	57.000.000,00	48.177.314,58
1860	24/09/2016	10	40	30	44	36	60	63.318.563,00	1	JUIZ DE FORA	MG	57.628.178,83	109	33.491,77	11392	457,79	NÃO	0,00	2.500.000,00	49.137.999,58
1861	28/09/2016	45	09	60	02	35	04	23.474.332,00	0	 	 	0,00	41	33.009,81	3181	607,80	SIM	2.493.108,83	5.500.000,00	49.494.157,99
1862	01/10/2016	08	49	35	42	56	02	31.422.552,00	2	BELO HORIZONTE	MG	2.915.182,12	99	18.299,52	4549	568,93	NÃO	0,00	3.000.000,00	49.970.908,78
BELO HORIZONTE	MG
1863	05/10/2016	23	45	16	58	59	56	24.216.790,50	0	 	 	0,00	31	45.038,97	2542	784,65	SIM	2.571.962,18	5.500.000,00	50.338.331,96
1864	08/10/2016	05	04	37	40	60	14	33.092.391,50	0	 	 	0,00	43	44.370,39	3530	772,12	SIM	17.804.218,79	22.000.000,00	50.840.417,97
1865	13/10/2016	42	05	32	37	01	31	42.890.351,00	0	 	 	0,00	38	65.074,31	3936	897,51	SIM	22.359.420,30	27.000.000,00	51.491.161,05
1866	15/10/2016	14	36	60	38	17	44	45.142.954,50	0	 	 	0,00	129	20.175,94	6185	601,15	SIM	27.153.861,24	33.000.000,00	52.176.081,21
1867	18/10/2016	03	43	21	17	22	10	36.479.653,00	0	 	 	0,00	96	21.908,52	6158	487,91	SIM	31.028.209,82	35.000.000,00	52.729.559,60
1868	20/10/2016	25	05	31	01	28	23	46.222.218,00	0	 	 	0,00	181	14.723,32	7846	485,21	SIM	35.937.274,74	42.000.000,00	53.430.854,59
1869	22/10/2016	11	26	24	52	40	23	56.900.256,00	0	 	 	0,00	66	49.705,43	4827	970,89	SIM	57.176.870,77	64.000.000,00	54.294.159,45
1870	26/10/2016	30	40	33	18	20	32	82.735.219,00	0	 	 	0,00	98	48.674,10	7040	967,95	SIM	65.963.826,04	75.000.000,00	55.549.438,80
1871	29/10/2016	17	58	33	52	11	03	99.659.087,50	1	VARGINHA	MG	76.548.193,31	275	20.893,81	15560	527,52	NÃO	0,00	2.500.000,00	57.061.491,27
1872	03/11/2016	39	11	56	46	13	25	23.918.384,00	0	 	 	0,00	25	55.160,14	2790	706,09	SIM	2.540.269,69	5.000.000,00	57.424.386,96
1873	05/11/2016	25	05	53	28	41	54	29.032.685,50	0	 	 	0,00	27	61.995,05	3152	758,64	SIM	5.623.707,57	9.000.000,00	57.864.878,10
1874	08/11/2016	43	28	10	37	47	44	23.619.214,50	0	 	 	0,00	16	85.109,69	1933	1.006,39	SIM	25.420.134,55	29.000.000,00	58.223.234,72
1875	10/11/2016	53	45	47	01	52	55	40.270.688,50	1	APARECIDA DE GOIÂNIA	GO	29.697.112,87	45	51.595,30	2828	1.172,85	NÃO	0,00	2.500.000,00	58.834.231,63
1876	12/11/2016	07	18	51	41	44	39	24.761.821,00	0	 	 	0,00	23	62.070,94	2308	883,65	SIM	2.629.847,55	5.800.000,00	59.209.924,16
1877	16/11/2016	35	13	32	16	24	23	24.378.487,00	0	 	 	0,00	90	15.617,00	4306	466,30	SIM	5.218.982,82	8.400.000,00	59.579.800,64
1878	19/11/2016	56	26	40	16	57	12	36.294.835,50	0	 	 	0,00	36	58.126,73	2981	1.002,80	SIM	9.073.702,73	13.400.000,00	60.130.474,92
1879	23/11/2016	20	58	10	59	57	05	36.569.155,00	1	Montes Claros	MG	12.957.556,93	103	20.469,69	4610	653,35	NÃO	0,00	15.000.000,00	60.685.311,25
1880	26/11/2016	19	51	56	16	05	37	37.297.494,50	0	 	 	0,00	65	33.082,62	5045	608,91	SIM	14.794.344,48	20.000.000,00	61.251.198,12
1881	30/11/2016	30	10	53	44	03	56	38.828.384,00	1	SALVADOR	BA	18.918.141,78	44	50.878,02	4024	794,74	NÃO	0,00	3.000.000,00	61.840.312,04
1882	03/12/2016	41	35	37	10	19	09	27.773.742,50	0	 	 	0,00	25	64.051,30	3054	749,03	SIM	2.949.730,90	6.000.000,00	62.261.702,19
1883	07/12/2016	28	59	16	47	27	60	29.623.391,00	0	 	 	0,00	30	56.930,77	2896	842,50	SIM	6.095.905,09	9.600.000,00	62.711.155,64
1884	10/12/2016	38	01	32	04	23	59	35.230.006,00	0	 	 	0,00	47	43.216,38	3839	755,84	SIM	21.103.130,14	25.000.000,00	63.245.674,06
1885	14/12/2016	59	07	18	23	32	14	42.226.884,00	0	 	 	0,00	88	27.665,59	6170	563,68	SIM	25.587.867,65	33.000.000,00	63.886.350,87
